5.235623909000000076e-01,5.901994378000000041e-03,2.094333333000000102e-02,1.000000000000000000e+00
1.046893209999999907e+00,2.274818693000000072e-02,4.188666667000000288e-02,1.000000000000000000e+00
1.569764828000000056e+00,5.053912256999999741e-02,6.282999999999999696e-02,1.000000000000000000e+00
2.091947894000000030e+00,8.926262360999999423e-02,8.377333333000000493e-02,1.000000000000000000e+00
2.613213363999999928e+00,1.389017218999999970e-01,1.047166667000000023e-01,1.000000000000000000e+00
3.133332590999999834e+00,1.994346660999999910e-01,1.256599999999999939e-01,1.000000000000000000e+00
3.652077435999999899e+00,2.708349313999999786e-01,1.466033332999999994e-01,1.000000000000000000e+00
4.169220358999999654e+00,3.530712309999999854e-01,1.675466667000000132e-01,1.000000000000000000e+00
4.684534524000000033e+00,4.461075299999999744e-01,1.884899999999999909e-01,1.000000000000000000e+00
5.197793897999999579e+00,5.499030608999999625e-01,2.094333332999999964e-01,1.000000000000000000e+00
5.708773348000000247e+00,6.644123415999999560e-01,2.303766667000000101e-01,1.000000000000000000e+00
6.217248740999999690e+00,7.895851956999999643e-01,2.513199999999999878e-01,1.000000000000000000e+00
6.722997044000000422e+00,9.253667736999999782e-01,2.722633333000000211e-01,1.000000000000000000e+00
7.225796417999999832e+00,1.071697577999999984e+00,2.932066667000000071e-01,1.000000000000000000e+00
7.725426320000000402e+00,1.228513487000000071e+00,3.141499999999999848e-01,1.000000000000000000e+00
8.221667594999999551e+00,1.395745787999999932e+00,3.350933333000000180e-01,1.000000000000000000e+00
8.714302574999999607e+00,1.573321199000000004e+00,3.560366667000000040e-01,1.000000000000000000e+00
9.203115174000000565e+00,1.761161911000000080e+00,3.769799999999999818e-01,1.000000000000000000e+00
9.687890983000000844e+00,1.959185613000000048e+00,3.979233333000000150e-01,1.000000000000000000e+00
1.016841735999999941e+01,2.167305532999999951e+00,4.188666667000000010e-01,1.000000000000000000e+00
1.064448353999999952e+01,2.385430475999999800e+00,4.398099999999999787e-01,1.000000000000000000e+00
1.111588068999999912e+01,2.613464862999999916e+00,4.607533333000000120e-01,1.000000000000000000e+00
1.158240205999999972e+01,2.851308770000000159e+00,4.816966666999999980e-01,1.000000000000000000e+00
1.204384300000000074e+01,3.098857977999999846e+00,5.026399999999999757e-01,1.000000000000000000e+00
1.250000110999999947e+01,3.356004013000000175e+00,5.235833332999999534e-01,1.000000000000000000e+00
1.295067631000000041e+01,3.622634197000000000e+00,5.445266667000000504e-01,1.000000000000000000e+00
1.339567090999999976e+01,3.898631695000000175e+00,5.654700000000000282e-01,1.000000000000000000e+00
1.383478973000000067e+01,4.183875569999999655e+00,5.864133333000000059e-01,1.000000000000000000e+00
1.426784016000000044e+01,4.478240828999999756e+00,6.073566666999999919e-01,1.000000000000000000e+00
1.469463224000000068e+01,4.781598486000000037e+00,6.282999999999999696e-01,1.000000000000000000e+00
1.511497877000000045e+01,5.093815613000000297e+00,6.492433332999999474e-01,1.000000000000000000e+00
1.552869536999999944e+01,5.414755399999999774e+00,6.701866667000000444e-01,1.000000000000000000e+00
1.593560057000000008e+01,5.744277215000000325e+00,6.911300000000000221e-01,1.000000000000000000e+00
1.633551588999999993e+01,6.082236664999999931e+00,7.120733332999999998e-01,1.000000000000000000e+00
1.672826591999999835e+01,6.428485659999999768e+00,7.330166666999999858e-01,1.000000000000000000e+00
1.711367837999999963e+01,6.782872477999999816e+00,7.539599999999999635e-01,1.000000000000000000e+00
1.749158420999999919e+01,7.145241830999999877e+00,7.749033333000000523e-01,1.000000000000000000e+00
1.786181764999999899e+01,7.515434932999999873e+00,7.958466667000000383e-01,1.000000000000000000e+00
1.822421632000000002e+01,7.893289569000000228e+00,8.167900000000000160e-01,1.000000000000000000e+00
1.857862124000000037e+01,8.278640168000000799e+00,8.377333332999999937e-01,1.000000000000000000e+00
1.892487695999999886e+01,8.671317872999999565e+00,8.586766666999999797e-01,1.000000000000000000e+00
1.926283160999999922e+01,9.071150618000000776e+00,8.796199999999999575e-01,1.000000000000000000e+00
1.959233693999999915e+01,9.477963200999999671e+00,9.005633333000000462e-01,1.000000000000000000e+00
1.991324842999999944e+01,9.891577360999999513e+00,9.215066667000000322e-01,1.000000000000000000e+00
2.022542530999999855e+01,1.031181186000000061e+01,9.424500000000000099e-01,1.000000000000000000e+00
2.052873064999999997e+01,1.073848255000000051e+01,9.633933332999999877e-01,1.000000000000000000e+00
2.082303140999999869e+01,1.117140247000000031e+01,9.843366666999999737e-01,1.000000000000000000e+00
2.110819851000000114e+01,1.161038192000000002e+01,1.005279999999999951e+00,1.000000000000000000e+00
2.138410684999999845e+01,1.205522855000000071e+01,1.026223332999999904e+00,1.000000000000000000e+00
2.165063540999999958e+01,1.250574742999999955e+01,1.047166666999999940e+00,1.000000000000000000e+00
2.190766729999999995e+01,1.296174114999999993e+01,1.068109999999999893e+00,1.000000000000000000e+00
2.215508974999999836e+01,1.342300988999999944e+01,1.089053333000000068e+00,1.000000000000000000e+00
2.239279425999999873e+01,1.388935153999999983e+01,1.109996667000000103e+00,1.000000000000000000e+00
2.262067654000000161e+01,1.436056173999999963e+01,1.130940000000000056e+00,1.000000000000000000e+00
2.283863665000000154e+01,1.483643402000000044e+01,1.151883333000000009e+00,1.000000000000000000e+00
2.304657897999999960e+01,1.531675985999999945e+01,1.172826667000000045e+00,1.000000000000000000e+00
2.324441231999999857e+01,1.580132878999999946e+01,1.193769999999999998e+00,1.000000000000000000e+00
2.343204988999999827e+01,1.628992845999999872e+01,1.214713332999999951e+00,1.000000000000000000e+00
2.360940938999999972e+01,1.678234478999999979e+01,1.235656666999999986e+00,1.000000000000000000e+00
2.377641303000000050e+01,1.727836200000000133e+01,1.256599999999999939e+00,1.000000000000000000e+00
2.393298753999999917e+01,1.777776274000000001e+01,1.277543332999999892e+00,1.000000000000000000e+00
2.407906425999999911e+01,1.828032818000000148e+01,1.298486666999999928e+00,1.000000000000000000e+00
2.421457910000000169e+01,1.878583811000000026e+01,1.319430000000000103e+00,1.000000000000000000e+00
2.433947264000000033e+01,1.929407100999999969e+01,1.340373333000000056e+00,1.000000000000000000e+00
2.445369007000000039e+01,1.980480418000000142e+01,1.361316667000000091e+00,1.000000000000000000e+00
2.455718131000000071e+01,2.031781382000000136e+01,1.382260000000000044e+00,1.000000000000000000e+00
2.464990096000000008e+01,2.083287514999999956e+01,1.403203332999999997e+00,1.000000000000000000e+00
2.473180835000000144e+01,2.134976246000000089e+01,1.424146667000000033e+00,1.000000000000000000e+00
2.480286754999999843e+01,2.186824925999999891e+01,1.445089999999999986e+00,1.000000000000000000e+00
2.486304739999999924e+01,2.238810836000000037e+01,1.466033332999999939e+00,1.000000000000000000e+00
2.491232149000000007e+01,2.290911196000000061e+01,1.486976666999999974e+00,1.000000000000000000e+00
2.495066822000000073e+01,2.343103177000000059e+01,1.507919999999999927e+00,1.000000000000000000e+00
2.497807075000000054e+01,2.395363907999999853e+01,1.528863333000000102e+00,1.000000000000000000e+00
2.499451708999999866e+01,2.447670489000000060e+01,1.549806666999999916e+00,1.000000000000000000e+00
2.500000000000000000e+01,2.500000000000000000e+01,1.570750000000000091e+00,1.000000000000000000e+00
2.499451708999999866e+01,2.552329510999999940e+01,1.591693333000000043e+00,1.000000000000000000e+00
2.497807075000000054e+01,2.604636092000000147e+01,1.612636667000000079e+00,1.000000000000000000e+00
